label,rcp,ADM0_NAME,ADM1_NAME,WWF_MHTNAM,Freq
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,La Paz,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,La Union,Tropical and Subtropical Dry Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,16
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,16
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Lempira,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Leon,Tropical and Subtropical Dry Broadleaf Forests,18
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Madriz,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Madriz,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Managua,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Masaya,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,56
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,5
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,56
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Matagalpa,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,36
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,38
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Mexico,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,17
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Michoacan,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Morelos,Tropical and Subtropical Dry Broadleaf Forests,33
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Morelos,Tropical and Subtropical Dry Broadleaf Forests,33
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Nueva Segovia,Tropical and Subtropical Dry Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,223
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,61
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,240
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Oaxaca,Tropical and Subtropical Dry Broadleaf Forests,44
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,38
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,35
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,50
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Olancho,Tropical and Subtropical Dry Broadleaf Forests,23
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,18
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,18
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Paraiso,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,8
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,8
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Puebla,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Miguel,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Salvador,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,San Vicente,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Santa Ana,Tropical and Subtropical Dry Broadleaf Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Santa Ana,Tropical and Subtropical Dry Broadleaf Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,9
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,30
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,11
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Santa Barbara,Tropical and Subtropical Dry Broadleaf Forests,29
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Sonsonate,Tropical and Subtropical Dry Broadleaf Forests,10
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp45,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Usulutan,Tropical and Subtropical Dry Broadleaf Forests,7
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Valle,Tropical and Subtropical Dry Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Veracruz,Tropical and Subtropical Dry Broadleaf Forests,13
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Veracruz,Tropical and Subtropical Dry Broadleaf Forests,13
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Veraguas,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,5
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,11
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,6
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,11
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Yoro,Tropical and Subtropical Dry Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,5
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Ahuachapan,Tropical and Subtropical Moist Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,59
Suitable4coffee/Neversuitable4cocoa,rcp45,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,10
Suitable4coffee/Suitable4cocoa,rcp45,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,73
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,70
Suitable4coffee/Neversuitable4cocoa,rcp85,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,10
Suitable4coffee/Suitable4cocoa,rcp85,Costa Rica,Alajuela,Tropical and Subtropical Moist Broadleaf Forests,62
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,116
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,15
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,121
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,124
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,9
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Alta Verapaz,Tropical and Subtropical Moist Broadleaf Forests,119
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,174
Suitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,17
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,179
Suitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Atlantico Norte,Tropical and Subtropical Moist Broadleaf Forests,12
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,368
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Atlantico Sur,Tropical and Subtropical Moist Broadleaf Forests,368
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,4
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,21
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,34
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Atlantida,Tropical and Subtropical Moist Broadleaf Forests,14
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,6
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,21
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,11
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,8
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,6
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,16
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Baja Verapaz,Tropical and Subtropical Moist Broadleaf Forests,14
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,41
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Boaco,Tropical and Subtropical Moist Broadleaf Forests,41
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,25
Suitable4coffee/Neversuitable4cocoa,rcp45,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,16
Suitable4coffee/Suitable4cocoa,rcp45,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,67
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,31
Suitable4coffee/Neversuitable4cocoa,rcp85,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,15
Suitable4coffee/Suitable4cocoa,rcp85,Panama,Bocas del Toro,Tropical and Subtropical Moist Broadleaf Forests,62
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,5
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,3
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Carazo,Tropical and Subtropical Moist Broadleaf Forests,9
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,24
Suitable4coffee/Neversuitable4cocoa,rcp45,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,22
Suitable4coffee/Suitable4cocoa,rcp45,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,49
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,32
Suitable4coffee/Neversuitable4cocoa,rcp85,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,26
Suitable4coffee/Suitable4cocoa,rcp85,Costa Rica,Cartago,Tropical and Subtropical Moist Broadleaf Forests,42
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,13
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Belize,Cayo,Tropical and Subtropical Moist Broadleaf Forests,13
Suitable4coffee/Neversuitable4cocoa,rcp45,El Salvador,Chalatenango,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,El Salvador,Chalatenango,Tropical and Subtropical Moist Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,143
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,394
Suitable4coffee/Neversuitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,191
Suitable4coffee/Suitable4cocoa,rcp45,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,224
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,163
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,439
Suitable4coffee/Neversuitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,172
Suitable4coffee/Suitable4cocoa,rcp85,Mexico,Chiapas,Tropical and Subtropical Moist Broadleaf Forests,178
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,19
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,20
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,Chimaltenango,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Chiquimula,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,44
Suitable4coffee/Neversuitable4cocoa,rcp45,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,15
Suitable4coffee/Suitable4cocoa,rcp45,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,46
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,52
Suitable4coffee/Neversuitable4cocoa,rcp85,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,13
Suitable4coffee/Suitable4cocoa,rcp85,Panama,Chiriqui,Tropical and Subtropical Moist Broadleaf Forests,40
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,8
Suitable4coffee/Suitable4cocoa,rcp45,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,9
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,44
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,44
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,17
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,17
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,4
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,21
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,9
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,7
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,21
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,6
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,4
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,24
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,6
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,14
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,29
Suitable4coffee/Neversuitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,6
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,10
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,42
Suitable4coffee/Neversuitable4cocoa,rcp45,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,1
Suitable4coffee/Suitable4cocoa,rcp45,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,10
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,44
Suitable4coffee/Suitable4cocoa,rcp85,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,9
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,15
Suitable4coffee/Suitable4cocoa,rcp45,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,3
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,16
Suitable4coffee/Suitable4cocoa,rcp85,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,2
Nolongersuitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,13
Suitable4coffee/Suitable4cocoa,rcp45,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,13
Suitable4coffee/Suitable4cocoa,rcp85,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,1
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,6
Suitable4coffee/Suitable4cocoa,rcp45,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,5
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,9
Suitable4coffee/Suitable4cocoa,rcp85,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp45,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,8
Suitable4coffee/Neversuitable4cocoa,rcp45,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,2
Nolongersuitable4coffee/Suitable4cocoa,rcp85,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,8
Suitable4coffee/Neversuitable4cocoa,rcp85,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp45,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,7
Suitable4coffee/Suitable4cocoa,rcp45,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,2
Suitable4coffee/Neversuitable4cocoa,rcp85,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,7
