crop,layer,ADM0_NAME,ADM1_NAME,WWF_MHTNAM,Freq
THEOCA45,2,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,2,Colombia,Choco,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,1,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,1,Honduras,Choluteca,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,44
COFFAR85,-1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,44
THEOCA45,-1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,4
THEOCA45,1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,124
THEOCA85,1,Nicaragua,Chontales,Tropical and Subtropical Moist Broadleaf Forests,121
COFFAR45,-1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR85,-1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA45,-1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,-1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,18
THEOCA45,1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,131
THEOCA85,1,Panama,Cocle,Tropical and Subtropical Moist Broadleaf Forests,116
COFFAR45,-1,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,17
COFFAR85,-1,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,17
THEOCA45,1,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,338
THEOCA85,1,Honduras,Colon,Tropical and Subtropical Moist Broadleaf Forests,338
THEOCA45,-1,Panama,Colon,Tropical and Subtropical Moist Broadleaf Forests,39
THEOCA85,-1,Panama,Colon,Tropical and Subtropical Moist Broadleaf Forests,93
THEOCA45,1,Panama,Colon,Tropical and Subtropical Moist Broadleaf Forests,170
THEOCA85,1,Panama,Colon,Tropical and Subtropical Moist Broadleaf Forests,116
COFFAR45,-1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,-1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,30
COFFAR85,1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,27
THEOCA45,1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,13
THEOCA85,1,Honduras,Comayagua,Tropical and Subtropical Moist Broadleaf Forests,13
COFFAR45,-1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,28
COFFAR85,-1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,32
THEOCA45,-1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,-1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,20
COFFAR85,1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,16
THEOCA45,1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,37
THEOCA85,1,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,38
THEOCA45,2,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,2,Honduras,Copan,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,-1,Belize,Corozal,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA85,-1,Belize,Corozal,Tropical and Subtropical Moist Broadleaf Forests,16
THEOCA45,1,Belize,Corozal,Tropical and Subtropical Moist Broadleaf Forests,31
THEOCA85,1,Belize,Corozal,Tropical and Subtropical Moist Broadleaf Forests,21
COFFAR45,-1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,42
COFFAR85,-1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,44
COFFAR45,1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,11
COFFAR85,1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA45,1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,95
THEOCA85,1,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,95
THEOCA85,2,Honduras,Cortes,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,15
COFFAR85,-1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,16
THEOCA45,-1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,108
THEOCA85,-1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,169
COFFAR45,1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR85,1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,189
THEOCA85,1,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,128
THEOCA45,2,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA85,2,Panama,Darien,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,-1,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR85,1,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,2,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR85,2,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,7
THEOCA45,2,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,2,Guatemala,El Progreso,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR85,-1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA45,-1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,49
THEOCA85,-1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,65
COFFAR45,1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR85,1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,66
THEOCA85,1,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,50
THEOCA45,2,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,7
THEOCA85,2,Panama,Embera,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,-1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR85,-1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA45,-1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,-1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,10
COFFAR45,1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,53
THEOCA85,1,Guatemala,Escuintla,Tropical and Subtropical Moist Broadleaf Forests,45
THEOCA45,-1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,9
COFFAR85,1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,9
THEOCA45,1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,1,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,2,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,2,Nicaragua,Esteli,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,-1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,-1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,38
COFFAR85,1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,37
THEOCA45,1,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,2,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,2,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,2,Honduras,Francisco Morazan,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Honduras,Gracias A Dios,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,-1,Honduras,Gracias A Dios,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,1,Honduras,Gracias A Dios,Tropical and Subtropical Moist Broadleaf Forests,395
THEOCA85,1,Honduras,Gracias A Dios,Tropical and Subtropical Moist Broadleaf Forests,395
THEOCA45,-1,Nicaragua,Granada,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA85,-1,Nicaragua,Granada,Tropical and Subtropical Moist Broadleaf Forests,10
THEOCA45,1,Nicaragua,Granada,Tropical and Subtropical Moist Broadleaf Forests,5
THEOCA85,1,Nicaragua,Granada,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA45,2,Nicaragua,Granada,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,84
COFFAR85,-1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,98
THEOCA85,-1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,27
COFFAR85,1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,13
THEOCA45,1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,199
THEOCA85,1,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,198
THEOCA45,2,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,2,Costa Rica,Guanacaste,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Guatemala,Guatemala,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,Guatemala,Guatemala,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,4
THEOCA45,-1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,-1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,10
COFFAR45,1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,24
COFFAR85,1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,22
THEOCA45,1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,109
THEOCA85,1,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,101
COFFAR45,2,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR85,2,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA45,2,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,5
THEOCA85,2,Costa Rica,Heredia,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA45,-1,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA85,-1,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA45,1,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,16
THEOCA85,1,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,16
THEOCA45,2,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,2,Panama,Herrera,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR45,-1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,61
COFFAR85,-1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,80
THEOCA45,-1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,91
COFFAR85,1,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,72
COFFAR45,2,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,2,Mexico,Hidalgo,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR45,-1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,14
COFFAR85,-1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,20
COFFAR45,1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,25
COFFAR85,1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,19
THEOCA45,1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,50
THEOCA85,1,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,50
THEOCA45,2,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,2,Guatemala,Huehuetenango,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Honduras,Intibuca,Tropical and Subtropical Moist Broadleaf Forests,26
COFFAR85,1,Honduras,Intibuca,Tropical and Subtropical Moist Broadleaf Forests,26
THEOCA45,1,Honduras,Islas De Bahia,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA85,1,Honduras,Islas De Bahia,Tropical and Subtropical Moist Broadleaf Forests,8
COFFAR45,-1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,73
COFFAR85,-1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,82
COFFAR45,1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,16
COFFAR85,1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,7
THEOCA45,1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,352
THEOCA85,1,Guatemala,Izabal,Tropical and Subtropical Moist Broadleaf Forests,352
COFFAR45,-1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,186
COFFAR85,-1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,201
THEOCA45,-1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,-1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR45,1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,67
COFFAR85,1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,52
THEOCA45,1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,345
THEOCA85,1,Nicaragua,Jinotega,Tropical and Subtropical Moist Broadleaf Forests,344
COFFAR45,-1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,5
COFFAR85,-1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,7
THEOCA45,-1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,1,Guatemala,Jutiapa,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,-1,Panama,Kuna Yala,Tropical and Subtropical Moist Broadleaf Forests,19
THEOCA85,-1,Panama,Kuna Yala,Tropical and Subtropical Moist Broadleaf Forests,27
THEOCA45,1,Panama,Kuna Yala,Tropical and Subtropical Moist Broadleaf Forests,63
THEOCA85,1,Panama,Kuna Yala,Tropical and Subtropical Moist Broadleaf Forests,55
THEOCA45,2,Panama,Kuna Yala,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,El Salvador,La Libertad,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,El Salvador,La Libertad,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR85,1,El Salvador,La Libertad,Tropical and Subtropical Moist Broadleaf Forests,6
THEOCA45,-1,El Salvador,La Paz,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,El Salvador,La Paz,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,El Salvador,La Paz,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,El Salvador,La Paz,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,Honduras,La Paz,Tropical and Subtropical Moist Broadleaf Forests,11
COFFAR85,1,Honduras,La Paz,Tropical and Subtropical Moist Broadleaf Forests,11
COFFAR85,-1,Honduras,Lempira,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Honduras,Lempira,Tropical and Subtropical Moist Broadleaf Forests,24
COFFAR85,1,Honduras,Lempira,Tropical and Subtropical Moist Broadleaf Forests,23
COFFAR45,2,Honduras,Lempira,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,2,Honduras,Lempira,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,19
COFFAR85,-1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,27
THEOCA45,-1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,10
THEOCA85,-1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,88
COFFAR45,1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,83
COFFAR85,1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,75
THEOCA45,1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,328
THEOCA85,1,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,250
COFFAR45,2,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,9
COFFAR85,2,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,10
THEOCA45,2,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,11
THEOCA85,2,Costa Rica,Limon,Tropical and Subtropical Moist Broadleaf Forests,12
COFFAR45,1,Nicaragua,Madriz,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,1,Nicaragua,Madriz,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,1,Nicaragua,Madriz,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,1,Nicaragua,Madriz,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Nicaragua,Managua,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR85,-1,Nicaragua,Managua,Tropical and Subtropical Moist Broadleaf Forests,6
COFFAR45,1,Nicaragua,Managua,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,1,Nicaragua,Managua,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Masaya,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,Nicaragua,Masaya,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,2,Nicaragua,Masaya,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,189
COFFAR85,-1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,195
THEOCA45,-1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,8
THEOCA85,-1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,12
COFFAR45,1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,31
COFFAR85,1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,25
THEOCA45,1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,249
THEOCA85,1,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,245
THEOCA45,2,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,2,Nicaragua,Matagalpa,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,El Salvador,Morazan,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR85,-1,El Salvador,Morazan,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,1,El Salvador,Morazan,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,1,El Salvador,Morazan,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR45,-1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,100
COFFAR85,-1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,117
COFFAR45,1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,89
COFFAR85,1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,72
THEOCA45,1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,278
THEOCA85,1,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,278
THEOCA45,2,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,15
THEOCA85,2,Panama,Ngobe Bugle,Tropical and Subtropical Moist Broadleaf Forests,17
COFFAR45,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,30
COFFAR85,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,36
THEOCA45,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,-1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,7
COFFAR45,1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,29
COFFAR85,1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,23
THEOCA45,1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,35
THEOCA85,1,Nicaragua,Nueva Segovia,Tropical and Subtropical Moist Broadleaf Forests,31
COFFAR45,-1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,243
COFFAR85,-1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,273
THEOCA45,-1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,98
THEOCA85,-1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,119
COFFAR45,1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,259
COFFAR85,1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,229
THEOCA45,1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,600
THEOCA85,1,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,579
COFFAR45,2,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,13
COFFAR85,2,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,14
THEOCA45,2,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,11
THEOCA85,2,Mexico,Oaxaca,Tropical and Subtropical Moist Broadleaf Forests,15
COFFAR85,-1,Honduras,Ocotepeque,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Honduras,Ocotepeque,Tropical and Subtropical Moist Broadleaf Forests,27
COFFAR85,1,Honduras,Ocotepeque,Tropical and Subtropical Moist Broadleaf Forests,26
COFFAR45,2,Honduras,Ocotepeque,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,2,Honduras,Ocotepeque,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR45,-1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,110
COFFAR85,-1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,123
THEOCA45,-1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,1
THEOCA85,-1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR45,1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,41
COFFAR85,1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,28
THEOCA45,1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,301
THEOCA85,1,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,298
THEOCA45,2,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,10
THEOCA85,2,Honduras,Olancho,Tropical and Subtropical Moist Broadleaf Forests,11
THEOCA45,-1,Belize,Orange Walk,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,-1,Belize,Orange Walk,Tropical and Subtropical Moist Broadleaf Forests,15
THEOCA45,1,Belize,Orange Walk,Tropical and Subtropical Moist Broadleaf Forests,209
THEOCA85,1,Belize,Orange Walk,Tropical and Subtropical Moist Broadleaf Forests,196
COFFAR45,-1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,2
COFFAR85,-1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA45,-1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,139
THEOCA85,-1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,193
THEOCA45,1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,303
THEOCA85,1,Panama,Panama,Tropical and Subtropical Moist Broadleaf Forests,249
COFFAR45,-1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,3
COFFAR85,-1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,3
THEOCA85,-1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,4
COFFAR85,1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,4
THEOCA45,1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,2
THEOCA85,1,Honduras,Paraiso,Tropical and Subtropical Moist Broadleaf Forests,1
COFFAR45,-1,Guatemala,Peten,Tropical and Subtropical Moist Broadleaf Forests,31
COFFAR85,-1,Guatemala,Peten,Tropical and Subtropical Moist Broadleaf Forests,31
THEOCA45,-1,Guatemala,Peten,Tropical and Subtropical Moist Broadleaf Forests,392
